epoch,test_kl,test_x,test_mof,test_y,test_loss,lcd-r2,lcd-MAE,pld-r2,pld-MAE,density-r2,density-MAE,agsa-r2,agsa-MAE,co2n2_co2_mol_kg-r2,co2n2_co2_mol_kg-MAE,co2n2_n2_mol_kg-r2,co2n2_n2_mol_kg-MAE,co2ch4_co2_mol_kg-r2,co2ch4_co2_mol_kg-MAE,co2ch4_ch4_mol_kg-r2,co2ch4_ch4_mol_kg-MAE,lr,λ_x,λ_kl,λ_y,λ_mof,train_kl,train_x,train_mof,train_y,train_loss,valid_smiles,mof_acc,mean_r2,train_kl_ratio,train_x_ratio,train_mof_ratio,train_y_ratio,test_kl_ratio,test_x_ratio,test_mof_ratio,test_y_ratio
10,64.73083877563477,0.07171626915582098,0.03506596200168133,0.34238116500469357,0.23025809629605368,0.855713840116644,183.5578155517578,0.8995981637338284,167.62181091308594,0.9999859093325812,4.119107246398926,0.997843795585266,33.2931022644043,0.9956188791637878,41.713462829589844,0.9817273610506178,94.74895477294922,0.9993634172015107,22.205257415771484,0.9971590617324884,42.80287551879883,0.0005705023,1.0,0.0018661446666666665,0.1,0.1,64.28150217667779,0.07013799812031248,0.03254354904445041,2.67031852729091,0.46038279556146955,0.0,99.55926465905853,0.9658763034895905,0.2605626961060327,0.15234713111895112,0.00706880217032464,0.5800213546282212,0.5246161220524299,0.31146035822172347,0.015228981115432905,0.14869451737517972
11,62.148596836970405,0.0685036464039093,0.03523579324918011,0.3370335612159509,0.23324452942380539,0.894755310818362,157.85879516601562,0.9225766945970885,148.02362060546875,0.9971103746401051,36.56095886230469,0.9984859406092713,28.93606185913086,0.9973683684916418,33.26351547241211,0.9881597859290079,75.80387878417969,0.9999682907898599,7.111950874328613,0.9940729747193635,60.17957305908203,0.0005705023,1.0,0.0020517591333333333,0.1,0.1,61.3444145736755,0.06460428605109525,0.03354024086310547,2.6832470984902757,0.46214698116363945,0.0,99.53706031203392,0.9740622175743374,0.272346175590312,0.1397916435338995,0.007257483491216264,0.5806047010702375,0.5466964284183157,0.2936988343226612,0.015106803720638036,0.14449794901880028
12,59.67669604374812,0.06493361739334293,0.03521031980814699,0.3467249876031509,0.23664620862557337,0.9505226907778715,109.86063385009766,0.9643597850435917,102.11566162109375,0.9697847745314344,109.89920806884766,0.9862144605769545,79.8359146118164,0.9999568824458649,6.723677158355713,0.9944993790724433,52.9351921081543,0.9927044456800912,66.56147003173828,0.9999860641565448,5.1775431632995605,0.0005705023,1.0,0.0022373736,0.1,0.1,58.791525865796075,0.06016985177341774,0.035171308592495315,2.6716646385410994,0.4623920536268867,0.0,99.5431350862199,0.9822535602855995,0.2844741963969614,0.1301273482134059,0.0076063825744020555,0.5777920744063908,0.5642138322814341,0.2743911164707577,0.01487888608596198,0.1465161811029673
13,57.87974566679735,0.06162094169905266,0.04095244788690112,0.35015980096963734,0.24097410704080874,0.9553440338792464,104.73875427246094,0.9692406356158162,95.33329772949219,0.9956315216823737,43.6370964050293,0.9900040494766901,68.37738800048828,0.9989238107138495,22.575397491455078,0.9753054254985336,107.91746520996094,0.9962179259488203,49.700557708740234,0.999782969725961,14.94701099395752,0.0005705023,1.0,0.0024229880666666666,0.1,0.1,56.56802415809844,0.05688334558108731,0.036410554944164904,2.656277450096446,0.46321580446989835,0.0,99.43735022539506,0.9850562965676615,0.29589587869705597,0.12280096022670103,0.007860387014608223,0.5734427505417861,0.5819792623138629,0.25571602881224587,0.016994542853504945,0.1453101352961288
14,56.11472056462215,0.06014075132910735,0.037303680437617004,0.34146276116371155,0.2443984033396611,0.927114464905452,131.94985961914062,0.9576547541098116,110.73800659179688,0.9834518886721666,82.2012710571289,0.9814952500321141,91.96755981445312,0.9996827942875951,13.942737579345703,0.9894116760178813,71.57866668701172,0.9948197351105204,57.00580596923828,0.9999808601758472,6.001975059509277,0.0005705023,1.0,0.0026086025333333335,0.1,0.1,54.5931588311753,0.054514116643910954,0.037785159598801854,2.6396528335914975,0.4646697784688801,0.0,99.47128517084779,0.9792014279139236,0.3064796959658752,0.11731797325735029,0.008131615471810247,0.568070693620175,0.5989441838485638,0.2460766948854599,0.015263471417107799,0.13971562681984953
15,53.96182258312519,0.05833904849042973,0.043542831348111995,0.34042015786354357,0.24751639538086379,0.9547541594092568,104.3726806640625,0.9529934459346215,115.8584213256836,0.9863719786056523,74.58027648925781,0.9944400800716827,51.3560676574707,0.9936935602626387,49.029090881347656,0.9806225396592713,96.5566177368164,0.9988331730437114,28.647005081176758,0.9955616081050438,52.18901443481445,0.0005705023,1.0,0.002794217,0.1,0.1,52.92628060813546,0.0527018194865545,0.03931784423997266,2.630030276714665,0.46752415289220683,0.0,99.37932565817036,0.9821588181364848,0.31632058388247514,0.11272534084181426,0.008409799578640775,0.5625442579692881,0.6091759771337136,0.2356977136834148,0.017591897813924944,0.13753438730380868
16,53.25184444280771,0.05527084118400056,0.03710063434958171,0.3408555119083478,0.24186366782165492,0.9790595163517717,73.17791748046875,0.9834768412791455,71.26776885986328,0.9835274463843002,81.75892639160156,0.9939184808523379,53.79669189453125,0.9998756678727672,9.406098365783691,0.9934664287607912,56.39449691772461,0.9964669015841477,47.34782028198242,0.9977594002125714,38.11339569091797,0.0005705023,1.0,0.002794217,0.1,0.1,51.98493003086524,0.05005545079020536,0.037751907436806904,2.650711191250582,0.4641589440802496,0.0,99.479664169725,0.9909438354122291,0.3129470563664078,0.10784118550035125,0.008133400835701635,0.5710783396629526,0.6152110830187554,0.2285206442199334,0.015339482231344861,0.1409287781741933
17,52.51711830726037,0.0550980187791328,0.038115217336990796,0.33611247631219715,0.23926501878752157,0.9593912267463119,99.58607482910156,0.9760532973460573,84.30321502685547,0.9862398861105558,74.99385833740234,0.9957634943547559,44.83634948730469,0.9983092752458276,26.622356414794922,0.9778078101182259,101.90814208984375,0.9998972606444176,10.466599464416504,0.9920498016481952,68.21218872070312,0.0005705023,1.0,0.002794217,0.1,0.1,51.223997387700166,0.047482563142702515,0.03678969755419067,2.6123321696748407,0.45552572391055934,0.0,99.45641244784073,0.9856890065267934,0.31421049744442225,0.1042368425104035,0.008076316138276788,0.573476322533162,0.6133124913486573,0.23028029361894475,0.015930125318836884,0.14047706514535693
18,52.5511160997244,0.053037082248080805,0.037281139771668956,0.3097931438913712,0.234583736039125,0.9250150198263061,133.42601013183594,0.9400343799157304,130.29176330566406,0.9981388610474289,29.657855987548828,0.9924592433279973,59.69902038574219,0.9990061935711724,21.595460891723633,0.9676769246295708,123.30730438232422,0.9977120321694992,39.06798553466797,0.9991974622626502,24.46664810180664,0.0005705023,1.0,0.002794217,0.1,0.1,50.51685948094965,0.045279510316269304,0.035908598076424714,2.5867853957504723,0.44870398574721365,0.0,99.45787877264425,0.9774050145937945,0.314583939594874,0.10091176311007502,0.008002736596294588,0.5765015417553677,0.6259565324270097,0.22609019339360775,0.01589246569312505,0.1320607937797113
19,50.8362417954665,0.05152731460447495,0.04090368231901756,0.3381877616047859,0.23148395579594833,0.9190615276641105,138.39208984375,0.9403747758789445,129.69522094726562,0.9851839755333153,77.72535705566406,0.9962572492746421,42.35377502441406,0.9973114321870147,32.74058151245117,0.983602879770348,88.25362396240234,0.9999281316232782,9.221365928649902,0.9975447882830105,39.4434814453125,0.0005705023,1.0,0.002794217,0.1,0.1,49.956775543892675,0.04345591997545488,0.03509144017038691,2.621330903130291,0.4486882341055047,0.0,99.41179427881957,0.977408095026833,0.3111070468968569,0.0968510352451913,0.007820896003735079,0.584221003333444,0.6136386020904921,0.22259561975818296,0.017670201884347397,0.14609555139229446
